Country or territory of asylum or residence,"Country or territory of origin","Year","Refugees<sup>*</sup>","Refugees assisted by UNHCR","Total refugees and people in refugee-like situations<sup>**</sup>","Total refugees and people in refugee-like situations assisted by UNHCR"
"Czech Rep.","Sudan","2007","14","14","14","14"
"Czech Rep.","Syrian Arab Rep.","2007","15","15","15","15"
"Czech Rep.","Tajikistan","2007","1","1","1","1"
"Czech Rep.","The former Yugoslav Rep. of Macedonia","2007","2","2","2","2"
"Czech Rep.","Togo","2007","1","1","1","1"
"Czech Rep.","Tunisia","2007","1","1","1","1"
"Czech Rep.","Turkey","2007","19","19","19","19"
"Czech Rep.","Turkmenistan","2007","5","5","5","5"
"Czech Rep.","Ukraine","2007","78","78","78","78"
"Czech Rep.","Uzbekistan","2007","34","34","34","34"
"Czech Rep.","Various","2007","15","15","15","15"
"Czech Rep.","Viet Nam","2007","58","58","58","58"
"Denmark","Afghanistan","2007","5378","","5378",""
"Denmark","Albania","2007","45","","45",""
"Denmark","Algeria","2007","23","","23",""
"Denmark","Angola","2007","16","","16",""
"Denmark","Armenia","2007","137","","137",""
"Denmark","Azerbaijan","2007","115","","115",""
"Denmark","Bahrain","2007","2","","2",""
"Denmark","Bangladesh","2007","3","","3",""
"Denmark","Belarus","2007","39","","39",""
"Denmark","Bhutan","2007","6","","6",""
"Denmark","Bosnia and Herzegovina","2007","1309","","1309",""
"Denmark","Bulgaria","2007","1","","1",""
"Denmark","Burundi","2007","224","","224",""
"Denmark","Cambodia","2007","6","","6",""
"Denmark","Cameroon","2007","14","","14",""
"Denmark","Chile","2007","3","","3",""
"Denmark","China","2007","88","","88",""
"Denmark","Colombia","2007","8","","8",""
"Denmark","Congo","2007","4","","4",""
"Denmark","Côte d'Ivoire","2007","2","","2",""
"Denmark","Croatia","2007","13","","13",""
"Denmark","Cuba","2007","4","","4",""
"Denmark","Dem. People's Rep. of Korea","2007","8","","8",""
"Denmark","Dem. Rep. of the Congo","2007","114","","114",""
"Denmark","Egypt","2007","17","","17",""
"Denmark","Eritrea","2007","15","","15",""
"Denmark","Ethiopia","2007","53","","53",""
"Denmark","Georgia","2007","45","","45",""
"Denmark","Guatemala","2007","1","","1",""
"Denmark","Guinea","2007","6","","6",""
"Denmark","India","2007","64","","64",""
"Denmark","Indonesia","2007","1","","1",""
"Denmark","Iraq","2007","8376","","8376",""
"Denmark","Islamic Rep. of Iran","2007","771","","771",""
"Denmark","Jordan","2007","26","","26",""
"Denmark","Kazakhstan","2007","10","","10",""
"Denmark","Kenya","2007","7","","7",""
"Denmark","Kuwait","2007","3","","3",""
"Denmark","Lebanon","2007","127","","127",""
"Denmark","Liberia","2007","3","","3",""
"Denmark","Libya","2007","32","","32",""
"Denmark","Mauritania","2007","1","","1",""
"Denmark","Mongolia","2007","4","","4",""
"Denmark","Morocco","2007","1","","1",""
"Denmark","Myanmar","2007","39","","39",""
"Denmark","Nepal","2007","1","","1",""
"Denmark","Nigeria","2007","10","","10",""
"Denmark","Norway","2007","1","","1",""
"Denmark","Pakistan","2007","47","","47",""
"Denmark","Peru","2007","5","","5",""
"Denmark","Philippines","2007","1","","1",""
"Denmark","Poland","2007","2","","2",""
"Denmark","Rep. of Moldova","2007","28","","28",""
"Denmark","Romania","2007","8","","8",""
"Denmark","Russian Federation","2007","489","","489",""
"Denmark","Rwanda","2007","129","","129",""
"Denmark","Serbia (and Kosovo: S/RES/1244 (1999))","2007","3030","","3030",""
"Denmark","Sierra Leone","2007","9","","9",""
"Denmark","Slovakia","2007","13","","13",""
"Denmark","Somalia","2007","3359","","3359",""
"Denmark","Sri Lanka","2007","285","","285",""
"Denmark","State of Palestine","2007","503","","503",""
"Denmark","Stateless","2007","617","","617",""
"Denmark","Sudan","2007","96","","96",""
"Denmark","Syrian Arab Rep.","2007","218","","218",""
"Denmark","Tajikistan","2007","1","","1",""
"Denmark","Thailand","2007","1","","1",""
"Denmark","The former Yugoslav Rep. of Macedonia","2007","21","","21",""
"Denmark","Togo","2007","1","","1",""
"Denmark","Tunisia","2007","12","","12",""
"Denmark","Turkey","2007","55","","55",""
"Denmark","Uganda","2007","17","","17",""
"Denmark","Ukraine","2007","56","","56",""
"Denmark","United States","2007","1","","1",""
"Denmark","Uruguay","2007","1","","1",""
"Denmark","Uzbekistan","2007","13","","13",""
"Denmark","Various","2007","471","","471",""
"Denmark","Viet Nam","2007","114","","114",""
"Denmark","Yemen","2007","8","","8",""
"Denmark","Zimbabwe","2007","1","","1",""
"Estonia","Afghanistan","2007","6","","6",""
"Estonia","Algeria","2007","2","","2",""
"Estonia","Belarus","2007","1","","1",""
"Estonia","Iraq","2007","1","","1",""
"Estonia","Russian Federation","2007","2","","2",""
"Estonia","Somalia","2007","1","","1",""
"Estonia","Sri Lanka","2007","2","","2",""
"Estonia","Turkey","2007","1","","1",""
"Estonia","Turkmenistan","2007","2","","2",""
"Finland","Afghanistan","2007","517","","517",""
"Finland","Albania","2007","18","","18",""
"Finland","Algeria","2007","34","","34",""
"Finland","Angola","2007","172","","172",""
"Finland","Armenia","2007","11","","11",""
"Finland","Azerbaijan","2007","55","","55",""
"Finland","Bangladesh","2007","43","","43",""
"Finland","Belarus","2007","41","","41",""
"Finland","Bolivia (Plurinational State of)","2007","13","","13",""
"Finland","Bosnia and Herzegovina","2007","120","","120",""
"Finland","Bulgaria","2007","5","","5",""
"Finland","Burundi","2007","1","","1",""
"Finland","Cambodia","2007","7","","7",""
"Finland","Cameroon","2007","40","","40",""
"Finland","Chad","2007","1","","1",""
"Finland","China","2007","48","","48",""
"Finland","Colombia","2007","13","","13",""
"Finland","Congo","2007","22","","22",""
"Finland","Côte d'Ivoire","2007","3","","3",""
"Finland","Croatia","2007","5","","5",""
"Finland","Cuba","2007","9","","9",""
"Finland","Czech Rep.","2007","2","","2",""
"Finland","Dem. Rep. of the Congo","2007","122","","122",""
"Finland","Egypt","2007","1","","1",""
"Finland","Eritrea","2007","3","","3",""
"Finland","Ethiopia","2007","55","","55",""
"Finland","Gambia","2007","8","","8",""
"Finland","Georgia","2007","3","","3",""
"Finland","Ghana","2007","18","","18",""
"Finland","Guinea","2007","7","","7",""
"Finland","Guinea-Bissau","2007","1","","1",""
"Finland","Honduras","2007","3","","3",""
"Finland","Hungary","2007","5","","5",""
"Finland","India","2007","9","","9",""
"Finland","Indonesia","2007","1","","1",""
"Finland","Iraq","2007","992","","992",""
"Finland","Islamic Rep. of Iran","2007","238","","238",""
"Finland","Israel","2007","5","","5",""
"Finland","Jordan","2007","7","","7",""
"Finland","Kazakhstan","2007","19","","19",""
"Finland","Kyrgyzstan","2007","9","","9",""
"Finland","Latvia","2007","9","","9",""
"Finland","Lebanon","2007","9","","9",""
"Finland","Liberia","2007","5","","5",""
"Finland","Libya","2007","23","","23",""
"Finland","Malawi","2007","2","","2",""
"Finland","Mauritania","2007","3","","3",""
"Finland","Mongolia","2007","1","","1",""
"Finland","Morocco","2007","9","","9",""
"Finland","Mozambique","2007","1","","1",""
"Finland","Myanmar","2007","13","","13",""
"Finland","Nepal","2007","7","","7",""
"Finland","Nigeria","2007","44","","44",""
"Finland","Pakistan","2007","21","","21",""
"Finland","Peru","2007","4","","4",""
"Finland","Rep. of Moldova","2007","3","","3",""
"Finland","Romania","2007","1","","1",""
"Finland","Russian Federation","2007","301","","301",""
"Finland","Rwanda","2007","30","","30",""
"Finland","Senegal","2007","1","","1",""
"Finland","Serbia (and Kosovo: S/RES/1244 (1999))","2007","1133","","1133",""
"Finland","Sierra Leone","2007","26","","26",""
"Finland","Slovakia","2007","15","","15",""
"Finland","Somalia","2007","1178","","1178",""
"Finland","Sri Lanka","2007","66","","66",""
"Finland","Stateless","2007","68","","68",""
"Finland","Sudan","2007","5","","5",""
"Finland","Syrian Arab Rep.","2007","46","","46",""
"Finland","Tajikistan","2007","23","","23",""
"Finland","The former Yugoslav Rep. of Macedonia","2007","15","","15",""
"Finland","Togo","2007","5","","5",""
"Finland","Turkey","2007","328","","328",""
"Finland","Turkmenistan","2007","4","","4",""
"Finland","Uganda","2007","2","","2",""
"Finland","Ukraine","2007","20","","20",""
"Finland","United Rep. of Tanzania","2007","3","","3",""
"Finland","Uzbekistan","2007","26","","26",""
"Finland","Various","2007","64","","64",""
"Finland","Venezuela (Bolivarian Republic of)","2007","1","","1",""
"Finland","Viet Nam","2007","2","","2",""
"Finland","Zimbabwe","2007","1","","1",""
"France","Afghanistan","2007","1273","","1273",""
"France","Albania","2007","1298","","1298",""
"France","Algeria","2007","1240","","1240",""
"France","Angola","2007","2722","","2722",""
"France","Argentina","2007","5","","5",""
"France","Armenia","2007","1716","","1716",""
"France","Azerbaijan","2007","1439","","1439",""
"France","Bangladesh","2007","1495","","1495",""
"France","Belarus","2007","391","","391",""
"France","Benin","2007","13","","13",""
"France","Bhutan","2007","23","","23",""
"France","Bolivia (Plurinational State of)","2007","36","","36",""
"France","Bosnia and Herzegovina","2007","3780","","3780",""
"France","Brazil","2007","9","","9",""
"France","Bulgaria","2007","81","","81",""
"France","Burkina Faso","2007","40","","40",""
"France","Burundi","2007","288","","288",""
"France","Cambodia","2007","13370","","13370",""
"France","Cameroon","2007","534","","534",""
"France","Central African Rep.","2007","497","","497",""
"France","Chad","2007","827","","827",""
"France","Chile","2007","77","","77",""
"France","China","2007","570","","570",""
"France","Colombia","2007","368","","368",""
"France","Comoros","2007","55","","55",""
"France","Congo","2007","2694","","2694",""
"France","Côte d'Ivoire","2007","1467","","1467",""
"France","Croatia","2007","70","","70",""
"France","Cuba","2007","118","","118",""
"France","Czech Rep.","2007","28","","28",""
"France","Dem. Rep. of the Congo","2007","9329","","9329",""
"France","Djibouti","2007","69","","69",""
"France","Ecuador","2007","30","","30",""
"France","Egypt","2007","104","","104",""
"France","El Salvador","2007","16","","16",""
"France","Equatorial Guinea","2007","30","","30",""
"France","Eritrea","2007","162","","162",""
"France","Estonia","2007","10","","10",""
"France","Ethiopia","2007","396","","396",""
"France","Gabon","2007","13","","13",""
"France","Gambia","2007","44","","44",""
"France","Georgia","2007","1786","","1786",""
"France","Germany","2007","11","","11",""
"France","Ghana","2007","578","","578",""
"France","Guatemala","2007","19","","19",""
"France","Guinea","2007","1642","","1642",""
"France","Guinea-Bissau","2007","838","","838",""
"France","Haiti","2007","3004","","3004",""
"France","Honduras","2007","59","","59",""
"France","India","2007","218","","218",""
"France","Indonesia","2007","6","","6",""
"France","Iraq","2007","1397","","1397",""
"France","Islamic Rep. of Iran","2007","1633","","1633",""
"France","Jordan","2007","5","","5",""
"France","Kazakhstan","2007","310","","310",""
"France","Kenya","2007","16","","16",""
"France","Kyrgyzstan","2007","128","","128",""
"France","Lao People's Dem. Rep.","2007","7550","","7550",""
"France","Latvia","2007","44","","44",""
"France","Lebanon","2007","86","","86",""
"France","Liberia","2007","208","","208",""
"France","Libya","2007","11","","11",""
"France","Lithuania","2007","12","","12",""
"France","Madagascar","2007","217","","217",""
"France","Mali","2007","378","","378",""
"France","Mauritania","2007","4008","","4008",""
"France","Mauritius","2007","5","","5",""
"France","Mongolia","2007","201","","201",""
"France","Morocco","2007","101","","101",""
"France","Mozambique","2007","13","","13",""
"France","Myanmar","2007","127","","127",""
"France","Nepal","2007","36","","36",""
"France","Niger","2007","35","","35",""
"France","Nigeria","2007","532","","532",""
"France","Pakistan","2007","306","","306",""
"France","Peru","2007","269","","269",""
"France","Poland","2007","188","","188",""
"France","Rep. of Moldova","2007","359","","359",""
"France","Romania","2007","186","","186",""
"France","Russian Federation","2007","6613","","6613",""
"France","Rwanda","2007","2049","","2049",""
"France","Senegal","2007","148","","148",""
"France","Serbia (and Kosovo: S/RES/1244 (1999))","2007","7848","","7848",""
"France","Sierra Leone","2007","333","","333",""
"France","Slovakia","2007","101","","101",""
"France","Somalia","2007","650","","650",""
"France","South Africa","2007","19","","19",""
"France","Sri Lanka","2007","16605","","16605",""
"France","State of Palestine","2007","97","","97",""
"France","Sudan","2007","994","","994",""
"France","Syrian Arab Rep.","2007","217","","217",""
"France","Tajikistan","2007","24","","24",""
"France","The former Yugoslav Rep. of Macedonia","2007","198","","198",""
"France","Togo","2007","540","","540",""
"France","Tunisia","2007","311","","311",""
"France","Turkey","2007","10276","","10276",""
"France","Turkmenistan","2007","6","","6",""
"France","Uganda","2007","32","","32",""
"France","Ukraine","2007","673","","673",""
"France","Uzbekistan","2007","164","","164",""
"France","Various","2007","21936","","21936",""
"France","Venezuela (Bolivarian Republic of)","2007","7","","7",""
"France","Viet Nam","2007","8668","","8668",""
"France","Western Sahara","2007","7","","7",""
"France","Yemen","2007","5","","5",""
"France","Zimbabwe","2007","19","","19",""
"Germany","Afghanistan","2007","24236","","24236",""
"Germany","Albania","2007","1011","","1011",""
"Germany","Algeria","2007","1299","","1299",""
"Germany","Andorra","2007","3","","3",""
"Germany","Angola","2007","2408","","2408",""
"Germany","Antigua and Barbuda","2007","1","","1",""
"Germany","Argentina","2007","145","","145",""
"Germany","Armenia","2007","2178","","2178",""
"Germany","Australia","2007","57","","57",""
"Germany","Austria","2007","14","","14",""
"Germany","Azerbaijan","2007","4507","","4507",""
"Germany","Bahamas","2007","3","","3",""
"Germany","Bahrain","2007","9","","9",""
"Germany","Bangladesh","2007","456","","456",""
"Germany","Barbados","2007","9","","9",""
"Germany","Belarus","2007","1669","","1669",""
"Germany","Belgium","2007","7","","7",""
"Germany","Belize","2007","2","","2",""
"Germany","Benin","2007","97","","97",""
"Germany","Bhutan","2007","82","","82",""
"Germany","Bolivia (Plurinational State of)","2007","62","","62",""
"Germany","Bosnia and Herzegovina","2007","26261","","26261",""
"Germany","Botswana","2007","5","","5",""
"Germany","Brazil","2007","913","","913",""
"Germany","Bulgaria","2007","281","","281",""
"Germany","Burkina Faso","2007","110","","110",""
"Germany","Burundi","2007","120","","120",""
"Germany","Cabo Verde","2007","11","","11",""
"Germany","Cambodia","2007","113","","113",""
"Germany","Cameroon","2007","813","","813",""
"Germany","Canada","2007","487","","487",""
"Germany","Central African Rep.","2007","15","","15",""
"Germany","Chad","2007","33","","33",""
"Germany","Chile","2007","296","","296",""
"Germany","China","2007","3483","","3483",""
"Germany","Colombia","2007","374","","374",""
"Germany","Comoros","2007","3","","3",""
"Germany","Congo","2007","511","","511",""
"Germany","Costa Rica","2007","26","","26",""
"Germany","Côte d'Ivoire","2007","265","","265",""
"Germany","Croatia","2007","17747","","17747",""
"Germany","Cuba","2007","514","","514",""
"Germany","Czech Rep.","2007","164","","164",""
"Germany","Dem. People's Rep. of Korea","2007","204","","204",""
"Germany","Dem. Rep. of the Congo","2007","4202","","4202",""
"Germany","Denmark","2007","4","","4",""
"Germany","Djibouti","2007","4","","4",""
"Germany","Dominica","2007","8","","8",""
"Germany","Dominican Rep.","2007","198","","198",""
"Germany","Ecuador","2007","160","","160",""
"Germany","Egypt","2007","616","","616",""
"Germany","El Salvador","2007","22","","22",""
"Germany","Equatorial Guinea","2007","14","","14",""
"Germany","Eritrea","2007","2993","","2993",""
"Germany","Estonia","2007","81","","81",""
"Germany","Ethiopia","2007","3412","","3412",""
"Germany","Fiji","2007","2","","2",""
"Germany","Finland","2007","1","","1",""
"Germany","France","2007","15","","15",""
"Germany","Gabon","2007","9","","9",""
"Germany","Gambia","2007","115","","115",""
"Germany","Georgia","2007","1385","","1385",""
